ds,yhat,fact,anomaly,importance
2016-03-21,7.850862603280523,0,-1,2.2515567077776284
2016-04-12,6.449363532307802,0,-1,0.9857257324648159
2016-04-28,7.286703889131751,14,1,1.1533750092352442
2016-05-15,10.102242363129063,16,1,0.16830714316221673
2016-05-29,8.890179727000808,16,1,1.415549734520905
2016-06-11,11.087678152815265,19,1,2.7844767581310386
2016-06-21,8.088686981212563,2,-1,0.7450472306652189
2016-07-03,9.273081792461365,15,1,0.4424200346822609
2016-07-05,5.843566907659396,13,1,1.6128393999366857
2016-07-24,9.141272421158625,2,-1,1.490664591183673
2016-08-13,11.533674759415101,6,-1,0.1657061962346562
2016-08-24,6.887077852782268,13,1,0.6357738702076272
2016-09-12,6.2733756026926955,12,1,0.23095484749420336
2016-09-17,10.616904411922098,5,-1,0.41596343182171136
2016-09-21,5.95848418979653,13,1,1.60280126301193
2016-10-08,10.23222462194846,16,1,0.32636328169549245
2016-11-09,6.127785337359439,0,-1,0.5465191605492941
2016-11-16,5.991615897305116,23,1,11.604134524192164
2017-01-21,10.861198563205452,18,1,1.4571985135080752
2017-02-04,11.111981858577874,23,1,6.148515597617145
2017-02-11,10.969864853206712,27,1,10.27907730817573
2017-02-12,9.080070186002102,2,-1,1.66315260961703
2017-03-04,9.946424555969605,17,1,1.1883960571664272
2017-03-12,8.346753305537849,15,1,0.9901889552894563
2017-03-23,7.847135146849943,32,1,18.381649554844678
2017-03-24,9.393168365211105,16,1,0.8500469770199945
2017-04-16,8.803313057974684,3,-1,0.4304195853131789
2017-04-28,8.496212544712787,2,-1,1.0067345687018414
2017-05-19,8.34614552960707,15,1,1.2561820980116885
2017-05-26,7.431702083518705,15,1,1.6317924474905876
2017-06-03,10.64791328053014,5,-1,0.32612261665865905
2017-06-18,9.714087180848,4,-1,0.148661601390633
2017-06-23,9.955086761411604,20,1,4.221249385639819
2017-06-27,7.640146884210507,14,1,0.8488593057455116
2017-07-12,6.561573811064216,1,-1,0.1368539998219369
2017-07-29,10.940753271585283,5,-1,0.4987871830843513
2017-07-30,9.28109026132732,16,1,1.3745992973826553
2017-08-10,6.7382070569770995,1,-1,0.1715601497761663
2017-09-01,7.907473389304552,16,1,2.381791192904755
2017-09-07,6.728668862001922,1,-1,0.2539793206068077
2017-09-08,8.35315468727318,2,-1,0.8200287394035128
2017-09-15,7.646059886839631,2,-1,0.040826625429797314
2017-09-30,10.026915799094384,23,1,7.301753693418551
2017-10-21,9.579750493075595,16,1,1.039211393755128
2017-11-02,5.4119766337310224,12,1,0.9659085667491194
2017-12-02,10.14980975747774,2,-1,2.4728852725136594
2017-12-05,5.15266596048574,11,1,0.2950422539641302
2017-12-16,9.812426247164222,16,1,0.08264872478466678
2017-12-21,5.906835404393278,12,1,0.6223270919463406
2017-12-28,5.359432363078949,15,1,4.149971782719822
2018-01-21,8.471459696743256,15,1,0.7712719409047981
2018-02-07,6.289785679744299,13,1,0.6854926630048581
2018-02-20,5.378945146393216,13,1,1.625578374807409
2018-04-07,9.825595919856662,18,1,2.577134015083068
2018-04-30,5.970123990584369,0,-1,0.23773923579754483
2018-05-04,7.903772408092929,16,1,2.589546195639848
2018-05-09,6.3326109326590965,18,1,5.954816332618689
2018-05-10,6.261082848944898,12,1,0.043091766624311134
2018-07-19,5.831928890310883,12,1,0.07939183037862563
2018-08-18,9.796138741339092,3,-1,1.0671374664918982
2018-09-02,7.88223165053902,24,1,10.579349360724056
2018-09-23,7.164792507233781,13,1,0.10475161534684574
2018-10-12,6.187298818576085,14,1,2.10701140810356
2018-10-13,8.568702124488112,28,1,14.011095051793724
2018-10-21,6.8422388407368055,14,1,1.0980876446290093
2018-11-09,6.386168477696225,13,1,0.6125058276762978
2018-11-10,8.716228840161994,17,1,2.8099466151173846
2018-12-21,6.4546621276229414,15,1,3.2341021425718086
2019-03-07,4.2499846386812585,11,1,1.4981818660797117
2019-03-09,7.77965513380381,16,1,2.359231128690679
2019-03-17,7.607195946664453,19,1,5.125738351212105
2019-03-23,9.767448518110857,16,1,0.33984046112411015
2019-04-07,6.93668717015718,14,1,1.5840554634999382
2019-04-21,6.785090632006696,17,1,4.753470396470032
2019-05-26,6.521550941264211,16,1,3.9097493464437587
2019-06-14,6.050164785524526,12,1,0.49615273290920037
2019-06-16,7.000966726626085,13,1,0.37395773122962694
2019-06-26,6.450771113489405,0,-1,0.7053812408146684
2019-07-14,7.020604234159721,13,1,0.563804287391525
2019-07-15,4.753052446905909,13,1,2.6349832950913488
2019-08-24,8.167599881041092,15,1,1.468811146714815
2019-11-30,7.526182083151135,2,-1,0.04148350147428159
2019-12-02,3.9772296386398307,10,1,0.38849508604494254
