ds,yhat,fact,anomaly,importance
2017-05-14,40.857854187890055,54,1,2.926306698502934
2017-05-16,19.994209078914707,32,1,1.6159801608584452
2017-05-20,39.44339621103443,27,-1,3.2513210010008287
2017-05-22,35.19451993513648,47,1,2.133436530774887
2017-06-11,39.699526005225295,28,-1,1.8860692110884152
2017-06-18,40.21061111740416,60,1,8.983884162519203
2017-06-29,25.95187527069093,14,-1,2.5314317189925326
2017-07-12,19.422674321812984,8,-1,2.0372242457749117
2017-07-21,27.108547358949036,16,-1,0.920247863833854
2017-08-03,22.606611134091295,37,1,4.339498330693473
2017-08-04,26.329041881286106,38,1,1.6801556988987159
2017-08-07,34.81883517817575,50,1,4.786449962636389
2017-09-04,37.705078099952836,24,-1,4.002722278685717
2017-10-03,17.24381043623544,29,1,1.997908498354338
2017-10-21,40.22165911857247,56,1,6.202987310271972
2017-10-26,20.23159528845412,35,1,3.473650990578797
2017-11-05,37.763997640482934,49,1,0.07674669647383325
2017-11-10,23.993818406816942,39,1,4.565933961817791
2017-11-12,39.21476232037232,50,1,0.18078569540601563
2017-11-15,17.91387966072552,29,1,0.872836001809592
2017-11-19,37.907912234274384,51,1,2.4757079963822832
2017-11-26,37.24066322550376,24,-1,2.8626111713934606
2017-11-28,16.60987597084618,33,1,6.391138523182114
2017-12-01,22.2569075146441,11,-1,1.208842246163952
2017-12-14,17.830854393928284,28,1,0.7020505569946671
2017-12-16,38.19659915232834,52,1,3.0984183751844725
2017-12-17,38.972116328757316,52,1,2.9145359505480997
2017-12-23,44.50611955502223,29,-1,5.538749896248433
2017-12-24,45.125950917763504,35,-1,0.10559702062129617
2017-12-30,45.06961157235652,33,-1,2.4396545181949634
2018-01-02,21.81418364647142,39,1,7.336588226848967
2018-01-29,17.454708985399243,36,1,8.784883263261342
2018-02-11,35.06577222054802,47,1,1.739238555689255
2018-02-16,22.903934129198475,34,1,0.9992883925437255
2018-02-17,37.969491145568135,27,-1,0.8288293320298052
2018-02-18,38.24613832986962,55,1,6.437014068774872
2018-02-26,17.00629039209782,6,-1,0.7501693299888936
2018-03-10,37.11792496701406,55,1,8.487480096760855
2018-03-31,39.56008078533797,52,1,2.45845478080966
2018-04-14,37.24911417558234,21,-1,6.343337900679252
2018-04-15,37.264557425306556,9,-1,17.543117602629547
2018-04-16,17.785335536158918,6,-1,2.038389005323248
2018-04-28,38.221396771237586,51,1,2.3829710382265503
2018-05-05,38.81177290977783,64,1,15.294391124219608
2018-05-26,36.10958951507291,49,1,3.2149101840164604
2018-06-08,23.072639209513227,34,1,0.5882974141414863
2018-06-25,20.792166625104787,6,-1,5.093112385131587
2018-06-30,40.6659119128607,27,-1,3.558543560032856
2018-07-01,44.058985788589844,29,-1,4.857158913884177
2018-07-10,18.258856942066245,30,1,1.935247358131182
2018-07-15,36.16260108503109,25,-1,0.6446938847945596
2018-07-19,20.16539136618171,9,-1,1.4747345538623016
2018-07-29,37.80777943906717,25,-1,2.3631144394523638
2018-08-05,36.42149735808246,51,1,3.555905739360803
2018-08-18,37.17644289616995,50,1,2.4288157301748114
2018-08-31,22.643877626910125,37,1,4.298470852785627
2018-09-30,33.24116981691,48,1,4.629252422707111
2018-10-19,20.637598684131003,35,1,4.448197686471467
2018-10-28,32.069342869182336,44,1,1.8155724121496135
2018-11-15,16.404982357709315,6,-1,0.3095568293389235
2018-11-25,30.369075780051826,45,1,3.9962551830053243
2018-12-24,19.315793216734885,31,1,1.7588464185992194
2018-12-29,36.58671854345925,49,1,1.8636552424346533
2019-08-30,17.651245731162952,40,1,12.477476780119467
2019-08-31,27.504460272730416,39,1,1.773591249724376
2019-09-01,27.29140451871158,43,1,6.112421158071541
